,Scenario,Year,Income Group,Groups,PM2.5 Exposure,NOx Exposure,SO2 Exposure
0,C: 1.5C Pathway Carbon Cap,2026,>$150k,Total,0.2101410973606583,0.3669305854415624,0.09656817923999159
1,C: 1.5C Pathway Carbon Cap,2026,>$150k,Black,0.3039049327125181,0.4872524491053117,0.12342607960021074
2,C: 1.5C Pathway Carbon Cap,2026,>$150k,Asian,0.18543551105912817,0.31745830821820037,0.07246695968443596
3,C: 1.5C Pathway Carbon Cap,2026,>$150k,Latinx/Hispanic,0.20320805073481252,0.36524704091256815,0.08381474858281004
4,C: 1.5C Pathway Carbon Cap,2026,>$150k,Indigenous,0.21144364105388036,0.32393417421571463,0.09671399935851854
5,C: 1.5C Pathway Carbon Cap,2026,>$150k,Non-Latinx White,0.23581175455164438,0.4148729713910472,0.1115369819756883
0,C: 1.5C Pathway Carbon Cap,2030,<$25k,Total,0.03920772696313242,0.12281913156603086,0.02197181501163601
1,C: 1.5C Pathway Carbon Cap,2030,<$25k,Black,0.045491772659392436,0.14671285504197695,0.026429499563273513
2,C: 1.5C Pathway Carbon Cap,2030,<$25k,Asian,0.034485486903645064,0.1089320812335054,0.02023519258674969
3,C: 1.5C Pathway Carbon Cap,2030,<$25k,Latinx/Hispanic,0.03468814174661242,0.128227745753263,0.018823424633536687
4,C: 1.5C Pathway Carbon Cap,2030,<$25k,Indigenous,0.021098361348579432,0.06540094926171014,0.009809663409405119
5,C: 1.5C Pathway Carbon Cap,2030,<$25k,Non-Latinx White,0.03743013367113714,0.10837686568608472,0.020074884132693097
0,C: 1.5C Pathway Carbon Cap,2030,$25k-$50k,Total,0.03603528538718744,0.10022978660615306,0.0173593321887604
1,C: 1.5C Pathway Carbon Cap,2030,$25k-$50k,Black,0.044425587643535894,0.14160920094360396,0.021485462916446985
2,C: 1.5C Pathway Carbon Cap,2030,$25k-$50k,Asian,0.03384301287456516,0.11355150383342535,0.017026348237350726
3,C: 1.5C Pathway Carbon Cap,2030,$25k-$50k,Latinx/Hispanic,0.0329400977801424,0.10556848424695409,0.015821509666911204
4,C: 1.5C Pathway Carbon Cap,2030,$25k-$50k,Indigenous,0.0249852635581961,0.06442013258860455,0.009556284186547574
5,C: 1.5C Pathway Carbon Cap,2030,$25k-$50k,Non-Latinx White,0.03750388501004437,0.09740269298529042,0.018054564910567557
0,C: 1.5C Pathway Carbon Cap,2030,$50k-$75k,Total,0.034129851583555484,0.09712190309190195,0.017323024577052672
1,C: 1.5C Pathway Carbon Cap,2030,$50k-$75k,Black,0.04426168257614573,0.14501477456494152,0.01881209774518573
2,C: 1.5C Pathway Carbon Cap,2030,$50k-$75k,Asian,0.032359788976406886,0.10688804166986136,0.0158354015933056
3,C: 1.5C Pathway Carbon Cap,2030,$50k-$75k,Latinx/Hispanic,0.03342356629607235,0.1033444432835097,0.01541765613952725
4,C: 1.5C Pathway Carbon Cap,2030,$50k-$75k,Indigenous,0.026192759764758853,0.07160934933462201,0.01168157354438889
5,C: 1.5C Pathway Carbon Cap,2030,$50k-$75k,Non-Latinx White,0.037383886388961264,0.1027947563379879,0.019579117657922085
0,C: 1.5C Pathway Carbon Cap,2030,$75k-$100k,Total,0.03304159784949612,0.10512622502951896,0.016690334427302347
1,C: 1.5C Pathway Carbon Cap,2030,$75k-$100k,Black,0.04507639991942805,0.15272670449391348,0.017990459444914557
2,C: 1.5C Pathway Carbon Cap,2030,$75k-$100k,Asian,0.03213012721853075,0.10501981459030092,0.015631914713495107
3,C: 1.5C Pathway Carbon Cap,2030,$75k-$100k,Latinx/Hispanic,0.03550642469016518,0.11362287453569457,0.01609730729582539
4,C: 1.5C Pathway Carbon Cap,2030,$75k-$100k,Indigenous,0.02612426291582432,0.07708090928213439,0.012039734165673216
5,C: 1.5C Pathway Carbon Cap,2030,$75k-$100k,Non-Latinx White,0.03755818321274667,0.1186470163349338,0.019553872499898137
0,C: 1.5C Pathway Carbon Cap,2030,$100k-$125k,Total,0.03484807395591632,0.118537373417236,0.01640272877424823
1,C: 1.5C Pathway Carbon Cap,2030,$100k-$125k,Black,0.04848490779769707,0.16594365420417934,0.019381324738538163
2,C: 1.5C Pathway Carbon Cap,2030,$100k-$125k,Asian,0.03458277140592039,0.11459161437465215,0.016067993259842876
3,C: 1.5C Pathway Carbon Cap,2030,$100k-$125k,Latinx/Hispanic,0.0388316272683141,0.12760007216055644,0.01688818583897267
4,C: 1.5C Pathway Carbon Cap,2030,$100k-$125k,Indigenous,0.033411990289368684,0.10308733639590037,0.01468797783185218
5,C: 1.5C Pathway Carbon Cap,2030,$100k-$125k,Non-Latinx White,0.039741045427854726,0.1359521460570804,0.01902744153501038
0,C: 1.5C Pathway Carbon Cap,2030,$125k-$150k,Total,0.037717220602728196,0.12839580470611606,0.016238886255219524
1,C: 1.5C Pathway Carbon Cap,2030,$125k-$150k,Black,0.05047812761283033,0.1696929065485797,0.01874884887147157
2,C: 1.5C Pathway Carbon Cap,2030,$125k-$150k,Asian,0.0402723587864383,0.13124731461809164,0.016958778388209077
3,C: 1.5C Pathway Carbon Cap,2030,$125k-$150k,Latinx/Hispanic,0.044053440535291755,0.14247091226889444,0.01752131924495846
4,C: 1.5C Pathway Carbon Cap,2030,$125k-$150k,Indigenous,0.03824960375155138,0.11768476839137375,0.01528936942558344
5,C: 1.5C Pathway Carbon Cap,2030,$125k-$150k,Non-Latinx White,0.04327669585104967,0.14874455314587218,0.01889242897150154
0,C: 1.5C Pathway Carbon Cap,2030,>$150k,Total,0.03806972458234913,0.1422852772706626,0.016821249209465084
1,C: 1.5C Pathway Carbon Cap,2030,>$150k,Black,0.050407925989644296,0.18845904813391984,0.02178715036541809
2,C: 1.5C Pathway Carbon Cap,2030,>$150k,Asian,0.03800559541645115,0.12904104675660044,0.016322055874277572
3,C: 1.5C Pathway Carbon Cap,2030,>$150k,Latinx/Hispanic,0.04176433463857619,0.1539191778484077,0.01799443128422873
4,C: 1.5C Pathway Carbon Cap,2030,>$150k,Indigenous,0.03699878273525924,0.12571258933740995,0.015327054229584317
5,C: 1.5C Pathway Carbon Cap,2030,>$150k,Non-Latinx White,0.042115581558889476,0.15987504489815862,0.018732534023175425
0,C: 1.5C Pathway Carbon Cap,2035,<$25k,Total,0.014462565435870869,0.04899518326490046,0.0056832813319271
1,C: 1.5C Pathway Carbon Cap,2035,<$25k,Black,0.016071267269787595,0.05836680278342987,0.006002955154455324
2,C: 1.5C Pathway Carbon Cap,2035,<$25k,Asian,0.01417627275083359,0.043855128743939646,0.006428097541460442
3,C: 1.5C Pathway Carbon Cap,2035,<$25k,Latinx/Hispanic,0.014809714319889651,0.05097405064002823,0.007091965233125984
4,C: 1.5C Pathway Carbon Cap,2035,<$25k,Indigenous,0.00901931145295738,0.026443016601602167,0.003493263205096769
5,C: 1.5C Pathway Carbon Cap,2035,<$25k,Non-Latinx White,0.013821631720229832,0.04342737688152544,0.005298445753953191
0,C: 1.5C Pathway Carbon Cap,2035,$25k-$50k,Total,0.014366032641648875,0.04235202948082988,0.00521164359474474
1,C: 1.5C Pathway Carbon Cap,2035,$25k-$50k,Black,0.0174402416135373,0.058755855009718354,0.006188869113758239
2,C: 1.5C Pathway Carbon Cap,2035,$25k-$50k,Asian,0.015042203061166772,0.04756508089181849,0.006929799528801931
3,C: 1.5C Pathway Carbon Cap,2035,$25k-$50k,Latinx/Hispanic,0.015669231080105143,0.045615693085292654,0.007334054708790536
4,C: 1.5C Pathway Carbon Cap,2035,$25k-$50k,Indigenous,0.010796679543588797,0.02716364941500193,0.0036627048608040714
5,C: 1.5C Pathway Carbon Cap,2035,$25k-$50k,Non-Latinx White,0.01455520890683318,0.041289506310825876,0.00500185594161205
0,C: 1.5C Pathway Carbon Cap,2035,$50k-$75k,Total,0.013159792530339276,0.039559644218943264,0.005088922028549004
1,C: 1.5C Pathway Carbon Cap,2035,$50k-$75k,Black,0.017568738891833347,0.05944337376238569,0.00644750768609556
2,C: 1.5C Pathway Carbon Cap,2035,$50k-$75k,Asian,0.01448509228804807,0.04454986776531788,0.006715169647750598
3,C: 1.5C Pathway Carbon Cap,2035,$50k-$75k,Latinx/Hispanic,0.015992934601048166,0.044631639269559084,0.007454210759614386
4,C: 1.5C Pathway Carbon Cap,2035,$50k-$75k,Indigenous,0.011439873996459642,0.030151813241305787,0.004482148913911458
5,C: 1.5C Pathway Carbon Cap,2035,$50k-$75k,Non-Latinx White,0.0139372771997855,0.04151106734246486,0.005243720481924777
0,C: 1.5C Pathway Carbon Cap,2035,$75k-$100k,Total,0.01313020695029982,0.04212213519315824,0.005492487583371112
1,C: 1.5C Pathway Carbon Cap,2035,$75k-$100k,Black,0.017355771985271426,0.060383980749205375,0.006611184337670677
2,C: 1.5C Pathway Carbon Cap,2035,$75k-$100k,Asian,0.014298517078618077,0.04325211253607125,0.006784480363826135
3,C: 1.5C Pathway Carbon Cap,2035,$75k-$100k,Latinx/Hispanic,0.01659331569112962,0.04777802610429807,0.007733383234136205
4,C: 1.5C Pathway Carbon Cap,2035,$75k-$100k,Indigenous,0.011789259736262688,0.032491735933536624,0.005058135230914145
5,C: 1.5C Pathway Carbon Cap,2035,$75k-$100k,Non-Latinx White,0.01462711176204285,0.04728509116871261,0.006034583936484518
0,C: 1.5C Pathway Carbon Cap,2035,$100k-$125k,Total,0.01397492559010198,0.04682433929007291,0.0060215584256719835
1,C: 1.5C Pathway Carbon Cap,2035,$100k-$125k,Black,0.018172110976769424,0.06404826965747192,0.007144496589808436
2,C: 1.5C Pathway Carbon Cap,2035,$100k-$125k,Asian,0.015320349382269479,0.04668413786727322,0.007287274799469982
3,C: 1.5C Pathway Carbon Cap,2035,$100k-$125k,Latinx/Hispanic,0.017805942275336755,0.052816820223302016,0.008242605283609556
4,C: 1.5C Pathway Carbon Cap,2035,$100k-$125k,Indigenous,0.015014415570956254,0.04295161679284762,0.006604195524603802
5,C: 1.5C Pathway Carbon Cap,2035,$100k-$125k,Non-Latinx White,0.015701933920317605,0.05345716888759384,0.00668779673816671
0,C: 1.5C Pathway Carbon Cap,2035,$125k-$150k,Total,0.014763889137711667,0.05011022339699392,0.006235162294744425
1,C: 1.5C Pathway Carbon Cap,2035,$125k-$150k,Black,0.018162527057320705,0.06481220310114567,0.007022019836681351
2,C: 1.5C Pathway Carbon Cap,2035,$125k-$150k,Asian,0.017194259565455863,0.052729928234791716,0.007722142902140978
3,C: 1.5C Pathway Carbon Cap,2035,$125k-$150k,Latinx/Hispanic,0.019043234296075913,0.0578394911970554,0.00818072813811804
4,C: 1.5C Pathway Carbon Cap,2035,$125k-$150k,Indigenous,0.016286591129713732,0.048002659382965336,0.006752880837453749
5,C: 1.5C Pathway Carbon Cap,2035,$125k-$150k,Non-Latinx White,0.016732902454241635,0.057790973560162516,0.007018566147178817
0,C: 1.5C Pathway Carbon Cap,2035,>$150k,Total,0.014758561586293356,0.055023428298022765,0.006659765679467194
1,C: 1.5C Pathway Carbon Cap,2035,>$150k,Black,0.018398972129402228,0.07268805136208693,0.00832188511850725
2,C: 1.5C Pathway Carbon Cap,2035,>$150k,Asian,0.016408577987829045,0.05187668181693038,0.007656789888893653
3,C: 1.5C Pathway Carbon Cap,2035,>$150k,Latinx/Hispanic,0.017043590129302236,0.06052742697973654,0.007883146188962584
4,C: 1.5C Pathway Carbon Cap,2035,>$150k,Indigenous,0.014726109742381161,0.04949068073556674,0.006277923804402394
5,C: 1.5C Pathway Carbon Cap,2035,>$150k,Non-Latinx White,0.016045668295848102,0.06144439884346929,0.007193023514678971
0,C: 1.5C Pathway Carbon Cap,2040,<$25k,Total,0.017883668720149976,0.062498142311808925,0.00687890971988639
1,C: 1.5C Pathway Carbon Cap,2040,<$25k,Black,0.019796016732069113,0.07235530716953184,0.007269116128534433
2,C: 1.5C Pathway Carbon Cap,2040,<$25k,Asian,0.015993292749032835,0.054962996323549444,0.006588368742508501
3,C: 1.5C Pathway Carbon Cap,2040,<$25k,Latinx/Hispanic,0.018668033218342157,0.06917810996195953,0.008851084416479122
4,C: 1.5C Pathway Carbon Cap,2040,<$25k,Indigenous,0.010298031149601242,0.03351092481561885,0.0038922428234614437
5,C: 1.5C Pathway Carbon Cap,2040,<$25k,Non-Latinx White,0.01743547106173699,0.05694067535808453,0.00656839639784409
0,C: 1.5C Pathway Carbon Cap,2040,$25k-$50k,Total,0.017429685635192253,0.05401930254853541,0.006067036203327447
1,C: 1.5C Pathway Carbon Cap,2040,$25k-$50k,Black,0.021809172104593426,0.07471662287342724,0.007591986161111812
2,C: 1.5C Pathway Carbon Cap,2040,$25k-$50k,Asian,0.017137099485947868,0.05959771789399761,0.00731420531908316
3,C: 1.5C Pathway Carbon Cap,2040,$25k-$50k,Latinx/Hispanic,0.01834077736207818,0.06000928715185665,0.008219710146751892
4,C: 1.5C Pathway Carbon Cap,2040,$25k-$50k,Indigenous,0.012620552488985994,0.034789022049216974,0.0038860352499381795
5,C: 1.5C Pathway Carbon Cap,2040,$25k-$50k,Non-Latinx White,0.01776258676703209,0.05269164391218731,0.005882094210258212
0,C: 1.5C Pathway Carbon Cap,2040,$50k-$75k,Total,0.015412311973170882,0.04897634175660517,0.005628798402023963
1,C: 1.5C Pathway Carbon Cap,2040,$50k-$75k,Black,0.022400615305794225,0.07663482290078237,0.007902716184481462
2,C: 1.5C Pathway Carbon Cap,2040,$50k-$75k,Asian,0.016033388860176617,0.05474960565040717,0.006814021099486695
3,C: 1.5C Pathway Carbon Cap,2040,$50k-$75k,Latinx/Hispanic,0.01813302727016627,0.05660794637537661,0.007716823344159085
4,C: 1.5C Pathway Carbon Cap,2040,$50k-$75k,Indigenous,0.01273279956960514,0.0375924009324938,0.004490144424019252
5,C: 1.5C Pathway Carbon Cap,2040,$50k-$75k,Non-Latinx White,0.016303029381651808,0.051049875372767416,0.005838733922321164
0,C: 1.5C Pathway Carbon Cap,2040,$75k-$100k,Total,0.01477919458501464,0.05047719828174711,0.005793158301724794
1,C: 1.5C Pathway Carbon Cap,2040,$75k-$100k,Black,0.020917066037339737,0.07459574516416462,0.00734582863989179
2,C: 1.5C Pathway Carbon Cap,2040,$75k-$100k,Asian,0.015047566459182845,0.0514714758610333,0.006405947795312777
3,C: 1.5C Pathway Carbon Cap,2040,$75k-$100k,Latinx/Hispanic,0.018333648374917872,0.059114938465209294,0.007810925002346502
4,C: 1.5C Pathway Carbon Cap,2040,$75k-$100k,Indigenous,0.012719871888289576,0.03982439820027967,0.004939467937149661
5,C: 1.5C Pathway Carbon Cap,2040,$75k-$100k,Non-Latinx White,0.016549074413226943,0.05647462222942047,0.0064705754872809
0,C: 1.5C Pathway Carbon Cap,2040,$100k-$125k,Total,0.015872261334216955,0.05641669320717548,0.006345992758127808
1,C: 1.5C Pathway Carbon Cap,2040,$100k-$125k,Black,0.02335589140993956,0.08266511647600122,0.00851287800544134
2,C: 1.5C Pathway Carbon Cap,2040,$100k-$125k,Asian,0.01612930131297604,0.0557934762005918,0.006763167380987035
3,C: 1.5C Pathway Carbon Cap,2040,$100k-$125k,Latinx/Hispanic,0.02084210259452298,0.06796800285156109,0.00884391317397722
4,C: 1.5C Pathway Carbon Cap,2040,$100k-$125k,Indigenous,0.017233810998596902,0.05496648871294749,0.006897985496709895
5,C: 1.5C Pathway Carbon Cap,2040,$100k-$125k,Non-Latinx White,0.017863375363599044,0.06399376609438683,0.00713372004094909
0,C: 1.5C Pathway Carbon Cap,2040,$125k-$150k,Total,0.018286160782962864,0.06371355897792548,0.007144626411357663
1,C: 1.5C Pathway Carbon Cap,2040,$125k-$150k,Black,0.023464158226022172,0.08313187102361956,0.00820470145441804
2,C: 1.5C Pathway Carbon Cap,2040,$125k-$150k,Asian,0.0202555732291126,0.06734957212102241,0.008125650712779034
3,C: 1.5C Pathway Carbon Cap,2040,$125k-$150k,Latinx/Hispanic,0.026506919649815087,0.08266738104346731,0.01051848799062507
4,C: 1.5C Pathway Carbon Cap,2040,$125k-$150k,Indigenous,0.021873177437654236,0.06762696326888676,0.008343296155498298
5,C: 1.5C Pathway Carbon Cap,2040,$125k-$150k,Non-Latinx White,0.020855645774108995,0.07330777235442097,0.00816495252861207
0,C: 1.5C Pathway Carbon Cap,2040,>$150k,Total,0.01706373335930745,0.06769421072157465,0.007216077068133112
1,C: 1.5C Pathway Carbon Cap,2040,>$150k,Black,0.024841903039483863,0.10053309128205777,0.011502174650226567
2,C: 1.5C Pathway Carbon Cap,2040,>$150k,Asian,0.018777914207536998,0.06623272740168658,0.00775938860042092
3,C: 1.5C Pathway Carbon Cap,2040,>$150k,Latinx/Hispanic,0.020797546905807835,0.07917885978241328,0.009309287675941195
4,C: 1.5C Pathway Carbon Cap,2040,>$150k,Indigenous,0.01774138566288417,0.0643266815474108,0.007038047763771061
5,C: 1.5C Pathway Carbon Cap,2040,>$150k,Non-Latinx White,0.018517034316449844,0.07486564193763358,0.007831144187002433
0,C: 1.5C Pathway Carbon Cap,2045,<$25k,Total,0.012487851535184646,0.04276903568629021,0.004693832205683565
1,C: 1.5C Pathway Carbon Cap,2045,<$25k,Black,0.014060933429684579,0.0495979456074987,0.004999637163469258
2,C: 1.5C Pathway Carbon Cap,2045,<$25k,Asian,0.01062456348795159,0.03653730262771813,0.0042870268947921356
3,C: 1.5C Pathway Carbon Cap,2045,<$25k,Latinx/Hispanic,0.012390605185403717,0.046287162183572386,0.005780445396252382
4,C: 1.5C Pathway Carbon Cap,2045,<$25k,Indigenous,0.007385143613297902,0.023982854742156154,0.0027846655344002163
5,C: 1.5C Pathway Carbon Cap,2045,<$25k,Non-Latinx White,0.012117745684545229,0.03908848735493601,0.004506111427634581
0,C: 1.5C Pathway Carbon Cap,2045,$25k-$50k,Total,0.012169598292843479,0.03713736041778818,0.004145071926600554
1,C: 1.5C Pathway Carbon Cap,2045,$25k-$50k,Black,0.015808005978800957,0.05208142109745543,0.005323036506051293
2,C: 1.5C Pathway Carbon Cap,2045,$25k-$50k,Asian,0.011504938223202022,0.04009283697887056,0.004754083971573723
3,C: 1.5C Pathway Carbon Cap,2045,$25k-$50k,Latinx/Hispanic,0.011906206324330579,0.039189659356898256,0.005172250571660661
4,C: 1.5C Pathway Carbon Cap,2045,$25k-$50k,Indigenous,0.008188853195751262,0.0229249171135979,0.0024977137118662985
5,C: 1.5C Pathway Carbon Cap,2045,$25k-$50k,Non-Latinx White,0.012418559151574278,0.036384737381306195,0.004060549082074217
0,C: 1.5C Pathway Carbon Cap,2045,$50k-$75k,Total,0.01054877944785135,0.03327973600342963,0.003789943171716746
1,C: 1.5C Pathway Carbon Cap,2045,$50k-$75k,Black,0.016094488381167026,0.05340115455471831,0.005549994929002579
2,C: 1.5C Pathway Carbon Cap,2045,$50k-$75k,Asian,0.010627274510983541,0.03646466852711121,0.004390225706964079
3,C: 1.5C Pathway Carbon Cap,2045,$50k-$75k,Latinx/Hispanic,0.01153915634818325,0.03648233825393064,0.004727344262845952
4,C: 1.5C Pathway Carbon Cap,2045,$50k-$75k,Indigenous,0.008066383381886059,0.024238933091105513,0.002799088009239763
5,C: 1.5C Pathway Carbon Cap,2045,$50k-$75k,Non-Latinx White,0.011170316045177374,0.034753280947836154,0.003957638529840517
0,C: 1.5C Pathway Carbon Cap,2045,$75k-$100k,Total,0.00995757045593069,0.033954263681256334,0.003827376821162197
1,C: 1.5C Pathway Carbon Cap,2045,$75k-$100k,Black,0.01458773592401298,0.051502684487481014,0.005022277279953243
2,C: 1.5C Pathway Carbon Cap,2045,$75k-$100k,Asian,0.009573888299903847,0.03319531598656762,0.003926286176748898
3,C: 1.5C Pathway Carbon Cap,2045,$75k-$100k,Latinx/Hispanic,0.011481699601073436,0.03771421192068625,0.004705024986077088
4,C: 1.5C Pathway Carbon Cap,2045,$75k-$100k,Indigenous,0.007991353536416296,0.025410104916174937,0.003016473508259338
5,C: 1.5C Pathway Carbon Cap,2045,$75k-$100k,Non-Latinx White,0.01122356360971116,0.03815748156002599,0.004321562453470905
0,C: 1.5C Pathway Carbon Cap,2045,$100k-$125k,Total,0.010563766282301823,0.03777023203806822,0.004136670068131688
1,C: 1.5C Pathway Carbon Cap,2045,$100k-$125k,Black,0.015970485050186858,0.05672131199104264,0.005741731076684556
2,C: 1.5C Pathway Carbon Cap,2045,$100k-$125k,Asian,0.010201248100457418,0.03589955905890735,0.004107572995189204
3,C: 1.5C Pathway Carbon Cap,2045,$100k-$125k,Latinx/Hispanic,0.013017882039334426,0.04336288210990422,0.005318020709918183
4,C: 1.5C Pathway Carbon Cap,2045,$100k-$125k,Indigenous,0.01078003495118745,0.03501961698650597,0.004194649107869487
5,C: 1.5C Pathway Carbon Cap,2045,$100k-$125k,Non-Latinx White,0.011972336666377344,0.04304557078661282,0.004698576997988011
0,C: 1.5C Pathway Carbon Cap,2045,$125k-$150k,Total,0.012012416309169346,0.04226348305286278,0.004600662564918778
1,C: 1.5C Pathway Carbon Cap,2045,$125k-$150k,Black,0.016149926662044827,0.05750779151856069,0.0056024409526991064
2,C: 1.5C Pathway Carbon Cap,2045,$125k-$150k,Asian,0.012713548291313475,0.042959168308570744,0.0049234813396352856
3,C: 1.5C Pathway Carbon Cap,2045,$125k-$150k,Latinx/Hispanic,0.01674048988316377,0.0530121102125596,0.006482561391330005
4,C: 1.5C Pathway Carbon Cap,2045,$125k-$150k,Indigenous,0.013878589327801888,0.04345119606562923,0.005210024954200764
5,C: 1.5C Pathway Carbon Cap,2045,$125k-$150k,Non-Latinx White,0.013775603200602528,0.04882488065716012,0.005299343199519975
0,C: 1.5C Pathway Carbon Cap,2045,>$150k,Total,0.0112636907976771,0.045009866391933745,0.004643905110888358
1,C: 1.5C Pathway Carbon Cap,2045,>$150k,Black,0.016823621816627617,0.06769648688374652,0.007551028840779711
2,C: 1.5C Pathway Carbon Cap,2045,>$150k,Asian,0.01196500325098692,0.04271179114319511,0.004788733375122012
3,C: 1.5C Pathway Carbon Cap,2045,>$150k,Latinx/Hispanic,0.013279281013641703,0.05140569765570464,0.005759548693787407
4,C: 1.5C Pathway Carbon Cap,2045,>$150k,Indigenous,0.01107926428562778,0.04088487973400891,0.004277272619564445
5,C: 1.5C Pathway Carbon Cap,2045,>$150k,Non-Latinx White,0.012294430402199229,0.05000446080157371,0.005076537206694157
0,C: 1.5C Pathway Carbon Cap,2050,<$25k,Total,0.005639264121913468,0.01650405927360796,0.0018667533180465646
1,C: 1.5C Pathway Carbon Cap,2050,<$25k,Black,0.006670080368453212,0.019879492378933553,0.002054652857858036
2,C: 1.5C Pathway Carbon Cap,2050,<$25k,Asian,0.004351987394616168,0.012541590220088179,0.0015992902246361421
3,C: 1.5C Pathway Carbon Cap,2050,<$25k,Latinx/Hispanic,0.004932960867295075,0.016024324588031685,0.0021170565307822888
4,C: 1.5C Pathway Carbon Cap,2050,<$25k,Indigenous,0.0031024400721250027,0.008587539680286705,0.0010280900962945448
5,C: 1.5C Pathway Carbon Cap,2050,<$25k,Non-Latinx White,0.005417593249876736,0.015185282255494155,0.0018083392477806362
0,C: 1.5C Pathway Carbon Cap,2050,$25k-$50k,Total,0.005771358873317775,0.01507504890429185,0.001792157711075433
1,C: 1.5C Pathway Carbon Cap,2050,$25k-$50k,Black,0.007672723190316611,0.021137860926703722,0.002317206721665134
2,C: 1.5C Pathway Carbon Cap,2050,$25k-$50k,Asian,0.004737341032227868,0.013887428846540642,0.0018086103451107481
3,C: 1.5C Pathway Carbon Cap,2050,$25k-$50k,Latinx/Hispanic,0.005217025724199801,0.014804130066286366,0.0021042082677538935
4,C: 1.5C Pathway Carbon Cap,2050,$25k-$50k,Indigenous,0.003972376468721681,0.009457110545365867,0.0011010242135045206
5,C: 1.5C Pathway Carbon Cap,2050,$25k-$50k,Non-Latinx White,0.005957201926515885,0.015122982483534761,0.0017922369381099842
0,C: 1.5C Pathway Carbon Cap,2050,$50k-$75k,Total,0.004584960880495676,0.012312630339922914,0.0015152852541253435
1,C: 1.5C Pathway Carbon Cap,2050,$50k-$75k,Black,0.007267637808460764,0.02010473000690319,0.0022797630047323952
2,C: 1.5C Pathway Carbon Cap,2050,$50k-$75k,Asian,0.004216280527730403,0.012139029696281462,0.0016175932561900703
3,C: 1.5C Pathway Carbon Cap,2050,$50k-$75k,Latinx/Hispanic,0.004883327577313929,0.013264742945997231,0.0018836201045932702
4,C: 1.5C Pathway Carbon Cap,2050,$50k-$75k,Indigenous,0.003611520786866571,0.00923383045264093,0.0011550399655313565
5,C: 1.5C Pathway Carbon Cap,2050,$50k-$75k,Non-Latinx White,0.004871354284762955,0.012969047780330228,0.0015902883538586367
0,C: 1.5C Pathway Carbon Cap,2050,$75k-$100k,Total,0.004009315996939231,0.011351389737182822,0.0014168550394885748
1,C: 1.5C Pathway Carbon Cap,2050,$75k-$100k,Black,0.005977646278995798,0.01773852767890045,0.0018506597107507306
2,C: 1.5C Pathway Carbon Cap,2050,$75k-$100k,Asian,0.0036185466381732936,0.010499468205774711,0.0013561155669762229
3,C: 1.5C Pathway Carbon Cap,2050,$75k-$100k,Latinx/Hispanic,0.004696812475200754,0.013186694341092386,0.0018143035003388912
4,C: 1.5C Pathway Carbon Cap,2050,$75k-$100k,Indigenous,0.003326145659714011,0.008882376960411081,0.001160592678988601
5,C: 1.5C Pathway Carbon Cap,2050,$75k-$100k,Non-Latinx White,0.00453984354632703,0.012778629487061124,0.0016108269497466024
0,C: 1.5C Pathway Carbon Cap,2050,$100k-$125k,Total,0.003995881959930658,0.011902284608467463,0.001429363097668546
1,C: 1.5C Pathway Carbon Cap,2050,$100k-$125k,Black,0.006149718760644693,0.018850526501716567,0.0019825092008145667
2,C: 1.5C Pathway Carbon Cap,2050,$100k-$125k,Asian,0.0037135046905147893,0.0110093675731921,0.0013485265301547045
3,C: 1.5C Pathway Carbon Cap,2050,$100k-$125k,Latinx/Hispanic,0.005123902919649708,0.014669535466403831,0.001960203482579904
4,C: 1.5C Pathway Carbon Cap,2050,$100k-$125k,Indigenous,0.004318806728928866,0.011960581810326847,0.0015448992568226321
5,C: 1.5C Pathway Carbon Cap,2050,$100k-$125k,Non-Latinx White,0.004536572561048865,0.0135156572964804,0.0016295987481271315
0,C: 1.5C Pathway Carbon Cap,2050,$125k-$150k,Total,0.004440500126810639,0.013351528658927444,0.001538592084557033
1,C: 1.5C Pathway Carbon Cap,2050,$125k-$150k,Black,0.00600439853976047,0.018750320071386627,0.001839385166525205
2,C: 1.5C Pathway Carbon Cap,2050,$125k-$150k,Asian,0.004651757778918426,0.013527636304064226,0.001622153786509905
3,C: 1.5C Pathway Carbon Cap,2050,$125k-$150k,Latinx/Hispanic,0.006482594656637679,0.018096907912674362,0.0023316840082187327
4,C: 1.5C Pathway Carbon Cap,2050,$125k-$150k,Indigenous,0.005486488779328878,0.015152458083180156,0.0019029605934678146
5,C: 1.5C Pathway Carbon Cap,2050,$125k-$150k,Non-Latinx White,0.0050923202264040466,0.015374825762703288,0.0017741926896809447
0,C: 1.5C Pathway Carbon Cap,2050,>$150k,Total,0.004052962716839253,0.013735410200977717,0.0015254700279646145
1,C: 1.5C Pathway Carbon Cap,2050,>$150k,Black,0.006362028780724593,0.0226303275941398,0.002653450859779611
2,C: 1.5C Pathway Carbon Cap,2050,>$150k,Asian,0.0043146115616825055,0.013320956998430396,0.0015890407150440649
3,C: 1.5C Pathway Carbon Cap,2050,>$150k,Latinx/Hispanic,0.005033296920869635,0.016921708596633535,0.0020434176441502003
4,C: 1.5C Pathway Carbon Cap,2050,>$150k,Indigenous,0.004407319295303681,0.014000390095819106,0.001564600908657966
5,C: 1.5C Pathway Carbon Cap,2050,>$150k,Non-Latinx White,0.004409984622102581,0.015139215987670963,0.0016578477421165345
0,D: 80% RE 2050 Mandate,2020,<$25k,Total,0.9862415027881254,1.0178138670262804,0.828245727285083
